Model,Corruption,TTA,Class,Precision,Recall,F1,Specificity,Jaccard
ResNet18,Gaussian Blur (σ=2),Yes,ṣ,1.0,1.0,1.0,1.0,1.0
ResNet18,Gaussian Blur (σ=2),Yes,ẹ,1.0,0.9818181818181818,0.9908256880733946,1.0,0.9818181818181818
ResNet18,Gaussian Blur (σ=2),Yes,ọ,0.9821428571428571,1.0,0.990990990990991,0.9994652406417113,0.9821428571428571
ResNet18,Salt-Pepper Noise (5%),No,a,0.5288461538461539,1.0,0.6918238993710691,0.9737967914438502,0.5288461538461539
ResNet18,Salt-Pepper Noise (5%),No,b,0.8852459016393442,0.9818181818181818,0.9310344827586207,0.9962566844919786,0.8709677419354839
ResNet18,Salt-Pepper Noise (5%),No,d,0.8208955223880597,1.0,0.9016393442622951,0.9935828877005347,0.8208955223880597
ResNet18,Salt-Pepper Noise (5%),No,e,0.8679245283018868,0.8363636363636363,0.8518518518518519,0.9962566844919786,0.7419354838709677
ResNet18,Salt-Pepper Noise (5%),No,f,1.0,0.7636363636363637,0.865979381443299,1.0,0.7636363636363637
ResNet18,Salt-Pepper Noise (5%),No,g,0.6901408450704225,0.8909090909090909,0.7777777777777778,0.9882352941176471,0.6363636363636364
ResNet18,Salt-Pepper Noise (5%),No,gb,0.9649122807017544,1.0,0.9821428571428571,0.9989304812834224,0.9649122807017544
ResNet18,Salt-Pepper Noise (5%),No,h,0.8727272727272727,0.8727272727272727,0.8727272727272727,0.9962566844919786,0.7741935483870968
ResNet18,Salt-Pepper Noise (5%),No,i,0.5048543689320388,0.9454545454545454,0.6582278481012658,0.9727272727272728,0.49056603773584906
ResNet18,Salt-Pepper Noise (5%),No,j,1.0,0.8545454545454545,0.9215686274509803,1.0,0.8545454545454545
ResNet18,Salt-Pepper Noise (5%),No,k,1.0,0.7272727272727273,0.8421052631578947,1.0,0.7272727272727273
ResNet18,Salt-Pepper Noise (5%),No,l,0.975,0.7090909090909091,0.8210526315789474,0.9994652406417113,0.6964285714285714
ResNet18,Salt-Pepper Noise (5%),No,m,0.8333333333333334,1.0,0.9090909090909091,0.9941176470588236,0.8333333333333334
ResNet18,Salt-Pepper Noise (5%),No,n,0.8235294117647058,0.7636363636363637,0.7924528301886793,0.9951871657754011,0.65625
ResNet18,Salt-Pepper Noise (5%),No,o,0.8793103448275862,0.9272727272727272,0.9026548672566371,0.9962566844919786,0.8225806451612904
ResNet18,Salt-Pepper Noise (5%),No,p,0.9811320754716981,0.9454545454545454,0.9629629629629629,0.9994652406417113,0.9285714285714286
ResNet18,Salt-Pepper Noise (5%),No,r,1.0,0.6545454545454545,0.7912087912087912,1.0,0.6545454545454545
ResNet18,Salt-Pepper Noise (5%),No,s,0.8823529411764706,0.8181818181818182,0.8490566037735849,0.9967914438502674,0.7377049180327869
ResNet18,Salt-Pepper Noise (5%),No,t,0.9615384615384616,0.9090909090909091,0.9345794392523364,0.9989304812834224,0.8771929824561403
ResNet18,Salt-Pepper Noise (5%),No,u,0.5288461538461539,1.0,0.6918238993710691,0.9737967914438502,0.5288461538461539
ResNet18,Salt-Pepper Noise (5%),No,w,0.9807692307692307,0.9272727272727272,0.9532710280373832,0.9994652406417113,0.9107142857142857
ResNet18,Salt-Pepper Noise (5%),No,y,0.9814814814814815,0.9636363636363636,0.9724770642201835,0.9994652406417113,0.9464285714285714
ResNet18,Salt-Pepper Noise (5%),No,à,0.9375,0.8181818181818182,0.8737864077669902,0.9983957219251337,0.7758620689655172
ResNet18,Salt-Pepper Noise (5%),No,á,0.8833333333333333,0.9636363636363636,0.9217391304347826,0.9962566844919786,0.8548387096774194
ResNet18,Salt-Pepper Noise (5%),No,è,1.0,0.8909090909090909,0.9423076923076923,1.0,0.8909090909090909
ResNet18,Salt-Pepper Noise (5%),No,é,0.9591836734693877,0.8545454545454545,0.9038461538461539,0.9989304812834224,0.8245614035087719
ResNet18,Salt-Pepper Noise (5%),No,ì,0.9230769230769231,0.6545454545454545,0.7659574468085106,0.9983957219251337,0.6206896551724138
ResNet18,Salt-Pepper Noise (5%),No,í,0.9069767441860465,0.7090909090909091,0.7959183673469388,0.9978609625668449,0.6610169491525424
ResNet18,Salt-Pepper Noise (5%),No,ò,0.9642857142857143,0.9818181818181818,0.972972972972973,0.9989304812834224,0.9473684210526315
ResNet18,Salt-Pepper Noise (5%),No,ó,0.9622641509433962,0.9272727272727272,0.9444444444444444,0.9989304812834224,0.8947368421052632
ResNet18,Salt-Pepper Noise (5%),No,ù,0.9615384615384616,0.45454545454545453,0.6172839506172839,0.9994652406417113,0.44642857142857145
ResNet18,Salt-Pepper Noise (5%),No,ú,0.9361702127659575,0.8,0.8627450980392157,0.9983957219251337,0.7586206896551724
ResNet18,Salt-Pepper Noise (5%),No,ṣ,1.0,0.8545454545454545,0.9215686274509803,1.0,0.8545454545454545
ResNet18,Salt-Pepper Noise (5%),No,ẹ,1.0,0.7454545454545455,0.8541666666666666,1.0,0.7454545454545455
ResNet18,Salt-Pepper Noise (5%),No,ọ,0.96,0.8727272727272727,0.9142857142857143,0.9989304812834224,0.8421052631578947
ResNet18,Salt-Pepper Noise (5%),Yes,a,0.9322033898305084,1.0,0.9649122807017544,0.9978609625668449,0.9322033898305084
ResNet18,Salt-Pepper Noise (5%),Yes,b,0.9818181818181818,0.9818181818181818,0.9818181818181818,0.9994652406417113,0.9642857142857143
ResNet18,Salt-Pepper Noise (5%),Yes,d,1.0,1.0,1.0,1.0,1.0
ResNet18,Salt-Pepper Noise (5%),Yes,e,0.9298245614035088,0.9636363636363636,0.9464285714285714,0.9978609625668449,0.8983050847457628
ResNet18,Salt-Pepper Noise (5%),Yes,f,1.0,0.9272727272727272,0.9622641509433962,1.0,0.9272727272727272
ResNet18,Salt-Pepper Noise (5%),Yes,g,1.0,0.9818181818181818,0.9908256880733946,1.0,0.9818181818181818
ResNet18,Salt-Pepper Noise (5%),Yes,gb,1.0,1.0,1.0,1.0,1.0
ResNet18,Salt-Pepper Noise (5%),Yes,h,0.9811320754716981,0.9454545454545454,0.9629629629629629,0.9994652406417113,0.9285714285714286
ResNet18,Salt-Pepper Noise (5%),Yes,i,0.7719298245614035,0.8,0.7857142857142857,0.993048128342246,0.6470588235294118
ResNet18,Salt-Pepper Noise (5%),Yes,j,1.0,0.9272727272727272,0.9622641509433962,1.0,0.9272727272727272
ResNet18,Salt-Pepper Noise (5%),Yes,k,1.0,0.9818181818181818,0.9908256880733946,1.0,0.9818181818181818
ResNet18,Salt-Pepper Noise (5%),Yes,l,0.8793103448275862,0.9272727272727272,0.9026548672566371,0.9962566844919786,0.8225806451612904
ResNet18,Salt-Pepper Noise (5%),Yes,m,1.0,1.0,1.0,1.0,1.0
ResNet18,Salt-Pepper Noise (5%),Yes,n,1.0,0.9818181818181818,0.9908256880733946,1.0,0.9818181818181818
ResNet18,Salt-Pepper Noise (5%),Yes,o,0.9814814814814815,0.9636363636363636,0.9724770642201835,0.9994652406417113,0.9464285714285714
ResNet18,Salt-Pepper Noise (5%),Yes,p,0.9814814814814815,0.9636363636363636,0.9724770642201835,0.9994652406417113,0.9464285714285714
ResNet18,Salt-Pepper Noise (5%),Yes,r,0.9795918367346939,0.8727272727272727,0.9230769230769231,0.9994652406417113,0.8571428571428571
ResNet18,Salt-Pepper Noise (5%),Yes,s,0.9821428571428571,1.0,0.990990990990991,0.9994652406417113,0.9821428571428571
ResNet18,Salt-Pepper Noise (5%),Yes,t,0.8983050847457628,0.9636363636363636,0.9298245614035088,0.9967914438502674,0.8688524590163934
ResNet18,Salt-Pepper Noise (5%),Yes,u,0.9016393442622951,1.0,0.9482758620689655,0.9967914438502674,0.9016393442622951
ResNet18,Salt-Pepper Noise (5%),Yes,w,0.9642857142857143,0.9818181818181818,0.972972972972973,0.9989304812834224,0.9473684210526315
ResNet18,Salt-Pepper Noise (5%),Yes,y,1.0,0.9818181818181818,0.9908256880733946,1.0,0.9818181818181818
